player_id,name,current_club_id,current_club_name,country_of_citizenship,country_of_birth,city_of_birth,date_of_birth,position,sub_position,foot,height_in_cm,market_value_in_eur,highest_market_value_in_eur,agent_name,contract_expiration_date,current_club_domestic_competition_id,first_name,last_name,player_code,image_url,last_season,url
14047,Jobi McAnuff,1032,Fc Reading,Jamaica,England,London  ,1981-11-09,Attack,Left Winger,Right,180,,1750000.0,,,GB1,Jobi,McAnuff,jobi-mcanuff,https://img.a.transfermarkt.technology/portrait/header/s_14047_1032_2012_1.jpg?lm=1,2012,https://www.transfermarkt.co.uk/jobi-mcanuff/profil/spieler/14047
16716,Danny Guthrie,1032,Fc Reading,England,England,Shrewsbury  ,1987-04-18,Midfield,Central Midfield,Right,176,,4700000.0,SME 83,,GB1,Danny,Guthrie,danny-guthrie,https://img.a.transfermarkt.technology/portrait/header/s_16716_762_2009_1.jpg?lm=1,2012,https://www.transfermarkt.co.uk/danny-guthrie/profil/spieler/16716
42284,Jay Tabb,1032,Fc Reading,Ireland,England,Tooting  ,1984-02-21,Midfield,Left Midfield,Left,170,,1250000.0,,,GB1,Jay,Tabb,jay-tabb,https://img.a.transfermarkt.technology/portrait/header/s_42284_1032_2012_1.jpg?lm=1,2012,https://www.transfermarkt.co.uk/jay-tabb/profil/spieler/42284
9885,Brynjar Gunnarsson,1032,Fc Reading,Iceland,Iceland,Reykjavík  ,1975-10-16,Midfield,Defensive Midfield,Right,185,,2000000.0,,,GB1,Brynjar,Gunnarsson,brynjar-gunnarsson,https://img.a.transfermarkt.technology/portrait/header/s_9885_1032_2012_1.jpg?lm=1,2012,https://www.transfermarkt.co.uk/brynjar-gunnarsson/profil/spieler/9885
61559,Hope Akpan,1032,Fc Reading,Nigeria,England,Liverpool  ,1991-08-14,Midfield,Central Midfield,Right,185,,500000.0,GP,,GB1,Hope,Akpan,hope-akpan,https://img.a.transfermarkt.technology/portrait/header/s_61559_1032_2013_03_07_1.jpg?lm=1,2012,https://www.transfermarkt.co.uk/hope-akpan/profil/spieler/61559
40614,Shaun Cummings,1032,Fc Reading,Jamaica,England,London  ,1989-02-25,Defender,Right-Back,Right,183,,1000000.0,,,GB1,Shaun,Cummings,shaun-cummings,https://img.a.transfermarkt.technology/portrait/header/s_40614_1032_2012_1.jpg?lm=1,2012,https://www.transfermarkt.co.uk/shaun-cummings/profil/spieler/40614
14041,Mikele Leigertwood,1032,Fc Reading,Antigua and Barbuda,England,Enfield  ,1982-11-12,Midfield,Defensive Midfield,Both,188,750000.0,1250000.0,CAA Base Ltd,,GB1,Mikele,Leigertwood,mikele-leigertwood,https://img.a.transfermarkt.technology/portrait/header/s_14041_1032_2012_1.jpg?lm=1,2012,https://www.transfermarkt.co.uk/mikele-leigertwood/profil/spieler/14041
12125,Stephen Kelly,1032,Fc Reading,Ireland,Ireland,Dublin  ,1983-09-06,Defender,Right-Back,Right,184,,2250000.0,SEM Group plc.,,GB1,Stephen,Kelly,stephen-kelly,https://img.a.transfermarkt.technology/portrait/header/s_12125_931_2012_1.jpg?lm=1,2012,https://www.transfermarkt.co.uk/stephen-kelly/profil/spieler/12125
43853,Chris Gunter,1032,Fc Reading,Wales,Wales,Newport  ,1989-07-21,Defender,Right-Back,Right,180,300000.0,4200000.0,New Era Global Sports,2023-06-30,GB1,Chris,Gunter,chris-gunter,https://img.a.transfermarkt.technology/portrait/header/43853-1629186591.jpg?lm=1,2012,https://www.transfermarkt.co.uk/chris-gunter/profil/spieler/43853
158816,Jordan Obita,1032,Fc Reading,England,England,Oxford  ,1993-12-08,Defender,Left-Back,Left,181,500000.0,3000000.0,ASC,2023-06-30,GB1,Jordan,Obita,jordan-obita,https://img.a.transfermarkt.technology/portrait/header/s_158816_36123_2013_09_24_1.jpg?lm=1,2012,https://www.transfermarkt.co.uk/jordan-obita/profil/spieler/158816
3634,Ian Harte,1032,Fc Reading,Ireland,Ireland,Drogheda  ,1977-08-31,Defender,Left-Back,Left,175,,3500000.0,,,GB1,Ian,Harte,ian-harte,https://img.a.transfermarkt.technology/portrait/header/s_3634_1032_2012_1.jpg?lm=1,2012,https://www.transfermarkt.co.uk/ian-harte/profil/spieler/3634
51665,Carl Finnigan,511,Dundee Fc,England,England,Jarrow  ,1986-10-01,Attack,Centre-Forward,Right,178,,475000.0,,,SC1,Carl,Finnigan,carl-finnigan,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/carl-finnigan/profil/spieler/51665
81876,Joseph Mills,1032,Fc Reading,England,England,Swindon  ,1989-10-30,Defender,Left-Back,Left,175,,500000.0,Momentum Sports Management,,GB1,Joseph,Mills,joseph-mills,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/joseph-mills/profil/spieler/81876
13426,Nicky Shorey,1032,Fc Reading,England,England,Romford  ,1981-02-19,Defender,Left-Back,Left,175,,6500000.0,Skillequal Ltd.,,GB1,Nicky,Shorey,nicky-shorey,https://img.a.transfermarkt.technology/portrait/header/s_13426_405_2009_1.jpg?lm=1,2012,https://www.transfermarkt.co.uk/nicky-shorey/profil/spieler/13426
47768,Alex Pearce,1032,Fc Reading,Ireland,England,Oxford  ,1988-11-09,Defender,Centre-Back,Right,188,250000.0,2000000.0,,2023-06-30,GB1,Alex,Pearce,alex-pearce,https://img.a.transfermarkt.technology/portrait/header/s_47768_1032_2013_03_07_1.jpg?lm=1,2012,https://www.transfermarkt.co.uk/alex-pearce/profil/spieler/47768
243610,Jonathan Henly,1032,Fc Reading,Scotland,England,Woking  ,1994-03-15,Goalkeeper,,,193,,,,,GB1,Jonathan,Henly,jonathan-henly,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/jonathan-henly/profil/spieler/243610
80435,Korey Smith,1123,Norwich City,England,England,Hatfield  ,1991-01-31,Midfield,Central Midfield,Right,183,800000.0,1000000.0,CAA Base Ltd,2024-06-30,GB1,Korey,Smith,korey-smith,https://img.a.transfermarkt.technology/portrait/header/80435-1547132820.jpg?lm=1,2012,https://www.transfermarkt.co.uk/korey-smith/profil/spieler/80435
130755,George Francomb,1123,Norwich City,England,England,London  ,1991-09-08,Defender,Right-Back,Right,180,150000.0,200000.0,KIN Partners,2024-06-30,GB1,George,Francomb,george-francomb,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/george-francomb/profil/spieler/130755
33484,Leon Barnett,1123,Norwich City,England,England,Luton  ,1985-11-30,Defender,Centre-Back,Right,185,,4000000.0,CAA Base Ltd,,GB1,Leon,Barnett,leon-barnett,https://img.a.transfermarkt.technology/portrait/header/s_33484_990_2009_1.jpg?lm=1,2012,https://www.transfermarkt.co.uk/leon-barnett/profil/spieler/33484
67346,Marc Tierney,1123,Norwich City,England,England,Prestwich  ,1985-08-23,Defender,Left-Back,Left,183,,2000000.0,,,GB1,Marc,Tierney,marc-tierney,https://img.a.transfermarkt.technology/portrait/header/s_67346_1123_2013_03_06_1.jpg?lm=1,2012,https://www.transfermarkt.co.uk/marc-tierney/profil/spieler/67346
57180,Giannis Karalis,5219,Aok Kerkyra,Greece,Greece,Athen  ,1988-11-06,Attack,Right Winger,Right,175,,400000.0,,2023-06-30,GR1,Giannis,Karalis,giannis-karalis,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/giannis-karalis/profil/spieler/57180
86751,Aristidis Lottas,5219,Aok Kerkyra,Greece,Greece,Ioannina  ,1988-09-16,Attack,Attacking Midfield,Both,184,100000.0,200000.0,,2023-06-30,GR1,Aristidis,Lottas,aristidis-lottas,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/aristidis-lottas/profil/spieler/86751
194620,Giannis Diniotakis,5219,Aok Kerkyra,Greece,Greece,Piräus  ,1994-06-14,Attack,Left Winger,Both,179,125000.0,150000.0,,2023-06-30,GR1,Giannis,Diniotakis,giannis-diniotakis,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/giannis-diniotakis/profil/spieler/194620
240063,Georgios Koudas,5219,Aok Kerkyra,Greece,Greece,Kerkyra  ,1994-12-27,Midfield,Left Midfield,Left,175,,100000.0,,,GR1,Georgios,Koudas,georgios-koudas,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/georgios-koudas/profil/spieler/240063
28490,Diego León,5219,Aok Kerkyra,Spain,Spain,Palencia  ,1984-01-16,Attack,Attacking Midfield,,0,,1000000.0,,,GR1,Diego,León,diego-leon,https://img.a.transfermarkt.technology/portrait/header/28490-1581003271.jpg?lm=1,2012,https://www.transfermarkt.co.uk/diego-leon/profil/spieler/28490
66114,Theodoros Karapetsas,5219,Aok Kerkyra,Greece,Switzerland,Zürich  ,1990-07-25,Midfield,Central Midfield,Both,184,,250000.0,,,GR1,Theodoros,Karapetsas,theodoros-karapetsas,https://img.a.transfermarkt.technology/portrait/header/s_66114_1978_2010_1.jpg?lm=1,2012,https://www.transfermarkt.co.uk/theodoros-karapetsas/profil/spieler/66114
87544,Georgios Moschakis,5219,Aok Kerkyra,Greece,Greece,Thessaloniki  ,1989-11-12,Midfield,Central Midfield,Right,172,,350000.0,,,GR1,Georgios,Moschakis,georgios-moschakis,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/georgios-moschakis/profil/spieler/87544
50470,Jan Hable,5219,Aok Kerkyra,Czech Republic,CSSR,Hradec Králové  ,1989-01-04,Midfield,Central Midfield,Right,183,,800000.0,,,GR1,Jan,Hable,jan-hable,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/jan-hable/profil/spieler/50470
206559,Giannis Goumas,5219,Aok Kerkyra,Greece,Greece,Platees  ,1988-06-07,Midfield,Defensive Midfield,Left,185,,250000.0,,2023-06-30,GR1,Giannis,Goumas,giannis-goumas,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/giannis-goumas/profil/spieler/206559
159000,Antonis Athanasiou,5219,Aok Kerkyra,Greece,Greece,Rhodos  ,1992-09-21,Midfield,Central Midfield,Right,182,,150000.0,,,GR1,Antonis,Athanasiou,antonis-athanasiou,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/antonis-athanasiou/profil/spieler/159000
240632,Nikolaos Papadimas,5219,Aok Kerkyra,Greece,Greece,Athen  ,1991-07-26,Defender,Right-Back,Right,186,,125000.0,,,GR1,Nikolaos,Papadimas,nikolaos-papadimas,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/nikolaos-papadimas/profil/spieler/240632
238836,Spyros Lamprou,5219,Aok Kerkyra,Greece,Greece,Athen  ,1990-06-24,Defender,Left-Back,Left,180,,150000.0,Delta Sport Management,2023-06-30,GR1,Spyros,Lamprou,spyros-lamprou,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/spyros-lamprou/profil/spieler/238836
240074,Christos Armenis,5219,Aok Kerkyra,Greece,Greece,Velonades  ,1993-06-22,Defender,Left-Back,Left,176,,125000.0,,,GR1,Christos,Armenis,christos-armenis,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/christos-armenis/profil/spieler/240074
77519,Panagiotis Stamogiannos,5219,Aok Kerkyra,Greece,Greece,Sparta  ,1992-01-30,Midfield,Central Midfield,Right,175,,250000.0,,,GR1,Panagiotis,Stamogiannos,panagiotis-stamogiannos,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/panagiotis-stamogiannos/profil/spieler/77519
20887,Dimitrios Kontodimos,5219,Aok Kerkyra,Greece,Greece,Larisa  ,1982-04-21,Defender,Left-Back,,0,,800000.0,,,GR1,Dimitrios,Kontodimos,dimitrios-kontodimos,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/dimitrios-kontodimos/profil/spieler/20887
163736,Éder Monteiro,5219,Aok Kerkyra,Brazil,Brazil,São Paulo  ,1983-09-21,Defender,Centre-Back,Right,183,,600000.0,,,GR1,Éder,Monteiro,eder-monteiro,https://img.a.transfermarkt.technology/portrait/header/s_163736_2425_2010_2.jpg?lm=1,2012,https://www.transfermarkt.co.uk/eder-monteiro/profil/spieler/163736
187915,Panagiotis Petrousis,5219,Aok Kerkyra,Greece,Greece,Giannitsa  ,1992-08-11,Defender,Centre-Back,Right,186,,150000.0,,,GR1,Panagiotis,Petrousis,panagiotis-petrousis,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/panagiotis-petrousis/profil/spieler/187915
239856,Vasilios Chronis,5219,Aok Kerkyra,Greece,Greece,Athen  ,1991-05-21,Goalkeeper,,Right,186,,100000.0,,,GR1,Vasilios,Chronis,vasilios-chronis,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/vasilios-chronis/profil/spieler/239856
129521,Giannis Riganas,5219,Aok Kerkyra,Greece,Greece,Kerkyra  ,1989-12-28,Goalkeeper,,Right,190,,100000.0,MAGOS MANAGEMENT,,GR1,Giannis,Riganas,giannis-riganas,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/giannis-riganas/profil/spieler/129521
12746,Colin Nish,511,Dundee Fc,Scotland,Scotland,Edinburgh  ,1981-03-07,Attack,Centre-Forward,Right,191,,1000000.0,,,SC1,Colin,Nish,colin-nish,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/colin-nish/profil/spieler/12746
15163,Andy Barrowman,511,Dundee Fc,Scotland,Scotland,Wishaw  ,1984-11-27,Attack,Centre-Forward,Right,183,,300000.0,,,SC1,Andy,Barrowman,andy-barrowman,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/andy-barrowman/profil/spieler/15163
116791,Don Cowan,511,Dundee Fc,United States,United States,"New York City, New York  ",1989-11-16,Attack,Right Winger,Right,179,,50000.0,,,SC1,Don,Cowan,don-cowan,https://img.a.transfermarkt.technology/portrait/header/s_116791_4287_2010_1.jpg?lm=1,2012,https://www.transfermarkt.co.uk/don-cowan/profil/spieler/116791
234324,Danny Cavanagh,511,Dundee Fc,Scotland,Scotland,Dundee  ,1994-05-09,Midfield,Right Midfield,,0,,,,2023-06-30,SC1,Danny,Cavanagh,danny-cavanagh,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/danny-cavanagh/profil/spieler/234324
167959,Graham Webster,511,Dundee Fc,Scotland,Scotland,Dundee  ,1992-05-15,Midfield,Right Midfield,Right,188,,50000.0,,2025-05-31,SC1,Graham,Webster,graham-webster,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/graham-webster/profil/spieler/167959
60912,Ryan Conroy,511,Dundee Fc,Scotland,Scotland,Vale of Leven  ,1987-04-28,Midfield,Left Midfield,Left,178,,350000.0,,2023-05-31,SC1,Ryan,Conroy,ryan-conroy,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/ryan-conroy/profil/spieler/60912
142122,Nicky Riley,511,Dundee Fc,Scotland,Scotland,Edinburgh  ,1986-05-10,Midfield,Left Midfield,Right,173,1000000.0,300000.0,FS Management,,SC1,Nicky,Riley,nicky-riley,https://img.a.transfermarkt.technology/portrait/header/s_142122_511_2014_03_12_1.jpg?lm=1,2012,https://www.transfermarkt.co.uk/nicky-riley/profil/spieler/142122
35630,Jamie McCluskey,511,Dundee Fc,Scotland,Scotland,Bellshill  ,1987-11-06,Midfield,Right Midfield,Right,170,,175000.0,,,SC1,Jamie,McCluskey,jamie-mccluskey,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/jamie-mccluskey/profil/spieler/35630
227097,David Morgan,511,Dundee Fc,Northern Ireland,Northern Ireland,Belfast  ,1994-07-04,Midfield,Central Midfield,Right,173,200000.0,200000.0,,2024-06-30,SC1,David,Morgan,david-morgan,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/david-morgan/profil/spieler/227097
12813,Barry Smith,511,Dundee Fc,Scotland,Scotland,Paisley  ,1974-02-19,Defender,Right-Back,Right,178,,500000.0,,,SC1,Barry,Smith,barry-smith,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/barry-smith/profil/spieler/12813
14852,Stephen O'Donnell,511,Dundee Fc,Scotland,Scotland,Bellshill  ,1983-07-10,Midfield,Central Midfield,Right,183,,350000.0,,,SC1,Stephen,O'Donnell,stephen-odonnell,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/stephen-odonnell/profil/spieler/14852
48259,Matt Lockwood,511,Dundee Fc,England,England,Rochford  ,1976-10-17,Defender,Left-Back,Left,180,,250000.0,,,SC1,Matt,Lockwood,matt-lockwood,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/matt-lockwood/profil/spieler/48259
12751,Neil McGregor,511,Dundee Fc,Scotland,Scotland,Irvine  ,1984-08-24,Defender,Centre-Back,Right,183,,300000.0,,,SC1,Neil,McGregor,neil-mcgregor,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/neil-mcgregor/profil/spieler/12751
193105,James Thomson,511,Dundee Fc,Scotland,Scotland,Dundee  ,1994-11-07,Defender,Centre-Back,Right,180,,25000.0,,,SC1,James,Thomson,james-thomson,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/james-thomson/profil/spieler/193105
9501,Rab Douglas,511,Dundee Fc,Scotland,Scotland,Lanark  ,1972-04-24,Goalkeeper,,Right,195,,3000000.0,Universal Sports Management Ltd.,,SC1,,Rab Douglas,rab-douglas,https://img.a.transfermarkt.technology/portrait/header/9501-1562082122.jpg?lm=1,2012,https://www.transfermarkt.co.uk/rab-douglas/profil/spieler/9501
37676,John Gibson,511,Dundee Fc,Scotland,Scotland,Glasgow  ,1989-01-31,Goalkeeper,,Right,191,,50000.0,,,SC1,John,Gibson,john-gibson,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/john-gibson/profil/spieler/37676
3583,Steve Simonsen,511,Dundee Fc,England,England,South Shields  ,1979-04-03,Goalkeeper,,Right,187,,2500000.0,,,SC1,Steve,Simonsen,steve-simonsen,https://img.a.transfermarkt.technology/portrait/header/s_3583_512_2009_1.jpg?lm=1,2012,https://www.transfermarkt.co.uk/steve-simonsen/profil/spieler/3583
198582,Alex Baird,511,Dundee Fc,Australia,Australia,Wollongong  ,1994-01-14,Goalkeeper,,,0,,,,,SC1,Alex,Baird,alex-baird,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/alex-baird/profil/spieler/198582
65297,Danijel Subotic,4482,Volyn Lutsk,Switzerland,Jugoslawien (SFR),Zagreb  ,1989-01-31,Attack,Centre-Forward,Left,191,25000.0,1150000.0,Graf Sports International,2023-06-30,UKR1,Danijel,Subotic,danijel-subotic,https://img.a.transfermarkt.technology/portrait/header/65297-1557926539.png?lm=1,2012,https://www.transfermarkt.co.uk/danijel-subotic/profil/spieler/65297
179624,Abayomi Seun,4482,Volyn Lutsk,Nigeria,Nigeria,Lagos  ,1992-09-13,Attack,Second Striker,Both,185,,400000.0,11 STARS SA,,UKR1,Abayomi,Seun,abayomi-seun,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/abayomi-seun/profil/spieler/179624
91543,Vasyl Zhuk,4482,Volyn Lutsk,Ukraine,,"Sosnivka, Lviv Region",1991-01-01,Midfield,Left Midfield,,181,,100000.0,,,UKR1,Vasyl,Zhuk,vasyl-zhuk,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2012,https://www.transfermarkt.co.uk/vasyl-zhuk/profil/spieler/91543
